latitude,longitude,fips1,fips2,fips3,fips4,fips5,fips6
34.0264,-118.4012,060372699061000,060372701003008,060372701003004,,,
34.0264,-118.3925,060372701002016,060377024001013,,,,
34.0264,-118.3721,060372201003006,060372201001000,060372201003002,060372201001001,,
34.0264,-118.3608,060372199012006,060372199011003,,,,
34.0264,-118.3598,060372199012006,060372199012007,,,,
34.0264,-118.3481,060372197003012,060372197003002,060372197003013,,,
34.0264,-118.2991,060372221001005,060372221001004,,,,
34.0264,-118.297,060372221001006,060372221001007,,,,
34.0264,-118.2937,060372219002006,060372219002007,060372219002004,,,
34.0264,-118.2915,060372219001002,060372219002006,060372219002007,,,
34.0264,-118.278,060372247002004,060372247003007,,,,
34.0264,-118.2596,060372260011005,060372264102001,060372264102000,,,
34.0264,-118.2488,060372260021090,060372260021089,060372260021075,060372260021088,,
34.0264,-118.2211,060372060501071,060372060501077,,,,
34.0264,-118.2209,060372060501071,060372060501079,060372060501077,060372060501078,,
34.0264,-118.2179,060372051101001,060372051101005,,,,
34.0264,-118.2112,060372047003023,060372047003024,060372047003017,,,
34.0265,-118.431,060372713001005,060372716004002,,,,
34.0265,-118.4279,060372717021001,060372717023000,,,,
34.0265,-118.4184,060372717013002,,,,,
34.0265,-118.4045,060372699071009,060372699061003,060372699061002,,,
34.0265,-118.3933,060372701002012,,,,,
34.0265,-118.3721,060372201003006,060372199022007,060372201001000,060372199022016,,
34.0265,-118.3556,060372198001002,060372198001001,,,,
34.0265,-118.3212,060372190101008,060372190101006,060372190101007,,,
34.0265,-118.3177,060372190101005,060372190101009,060372220012003,060372220012008,,
34.0265,-118.3151,060372220012004,060372220012007,060372220012003,060372220012008,,
34.0265,-118.312,060372220012005,060372220012004,060372220012006,060372220012007,,
34.0265,-118.3089,060372220012005,060372221003004,060372220012006,,,
34.0265,-118.2885,060372219001002,,,,,
34.0265,-118.2882,060372219001003,060372219001002,,,,
34.0265,-118.2723,060372240201024,060372246002000,060372240202017,060372246002001,,
34.0265,-118.2549,060372260011018,060372260011017,,,,
34.0265,-118.2491,060372260021090,060372260021075,,,,
34.0265,-118.243,060372260021107,060372260021081,060372260021109,060372260021082,,
34.0265,-118.2349,060372060312071,060372060312079,060372060312072,060372060312080,,
34.0265,-118.2219,060372060501070,060372060501071,060372060501077,,,
34.0265,-118.2158,060372051101005,060372047003019,060372047003020,,,
34.0265,-118.198,060372049101002,060372049101003,,,,
34.0266,-118.5184,060372628022012,,,,,
34.0266,-118.4492,060372713003015,060372713003019,060372713003014,,,
34.0266,-118.4394,060372713002005,060372713002000,060372713002006,060372713002007,,
34.0266,-118.4117,060372699042003,060372699042001,060372699043002,060372699043001,,
34.0266,-118.3933,060372701002012,060372701002011,060372701002010,,,
34.0266,-118.3566,060372198001006,060372198001003,060372198001002,,,
34.0266,-118.277,060372247002004,060372247003006,060372247003005,,,
34.0266,-118.2676,060372240202014,060372240202018,060372240202005,,,
34.0266,-118.2322,060372060312074,060372060312073,060372060312075,,,
34.0266,-118.2299,060372060312065,060372060312075,060372060312076,,,
34.0266,-118.2111,060372047003023,060372047003017,,,,
34.0266,-118.2099,060372048201002,060372047003016,060372047003017,,,
34.0266,-118.2042,060372048103016,060372048103007,060372048103015,060372048103009,,
34.0267,-118.3986,060372701003002,060372701003004,060372701001001,060372701001002,,
34.0267,-118.3925,060372701002012,060372701002016,,,,
34.0267,-118.3721,060372199022007,060372199022016,,,,
34.0267,-118.3351,060372200002000,060372193002003,,,,
34.0267,-118.2817,060372247003007,060372247001001,060372247002003,060372247001000,,
34.0267,-118.2675,060372240202014,060372240202005,060372240202010,,,
34.0267,-118.2592,060372260011005,,,,,
34.0267,-118.258,060372260011015,060372260011016,060372260011005,,,
34.0267,-118.2528,060372260011011,060372260011019,060372260012008,060372260012007,,
34.0267,-118.2359,060372060312081,060372060312080,060372060312072,,,
34.0267,-118.2133,060372047003022,060372047003021,,,,
34.0267,-118.2016,060372048102008,060372048102007,060372048103017,,,
34.0267,-118.1985,060372049101002,060372048102004,060372049101003,060372048102007,,
34.0267,-118.1954,060372049101001,060372049101002,060372049101006,060372049101005,,
34.0268,-118.4216,060372717012001,060372717012004,060372717012000,060372717012005,,
34.0268,-118.4163,060372717013000,060372717013001,,,,
34.0268,-118.3761,060372199022010,060372199022008,060372199022011,060372201003006,,
34.0268,-118.3754,060372201003006,060372199022007,060372199022010,060372199022008,,
34.0268,-118.3528,060372197003008,060372197003009,060372197003018,,,
34.0268,-118.3318,060372193002001,,,,,
34.0268,-118.2981,060372221001005,060372221001006,,,,
34.0268,-118.2896,060372219001002,,,,,
34.0268,-118.2808,060372247003007,,,,,
34.0268,-118.2753,060372247003000,060372247003006,060372247003001,,,
34.0268,-118.273,060372246002000,060372240201024,,,,
34.0268,-118.2702,060372240201039,060372240202013,060372240202017,060372240202016,,
34.0268,-118.266,060372240202005,060372240202006,060372240202003,,,
34.0268,-118.2618,060372264101003,060372264101000,060372264101002,060372264101001,,
34.0268,-118.2605,060372260011005,060372260011013,060372264102000,060372264101003,,
34.0268,-118.2555,060372260011009,060372260011018,060372260011017,060372260011016,060372260011010,060372260011019
34.0268,-118.2513,060372260012007,060372260012006,060372260021094,060372260021095,,
34.0268,-118.2454,060372260021086,060372260021082,,,,
34.0268,-118.2109,060372047003017,060372047003023,,,,
34.0268,-118.2075,060372048103012,060372048103011,060372048103013,,,
34.0269,-118.5164,060372628022008,060372628022005,,,,
34.0269,-118.4387,060372713002000,060372713002008,060372713002007,,,
34.0269,-118.4133,060372717013000,060372699042003,060372717013004,,,
34.0269,-118.4058,060372699071009,060372699071010,,,,
34.0269,-118.4037,060372699071009,060372699071008,060372699061002,060372699061001,,
34.0269,-118.3759,060372199022008,060372199022010,,,,
34.0269,-118.3757,060372199022008,060372199022010,060372201003006,,,
34.0269,-118.3606,060372199012006,060372199011004,060372199011003,,,
34.0269,-118.3575,060372198001003,060372198001004,060372198001006,060372198001005,,
34.0269,-118.349,060372197003003,060372197003011,060372197003002,060372197003012,,
34.0269,-118.3305,060372193002000,060372193001002,,,,
34.0269,-118.2937,060372219002005,060372219002004,060372219002006,,,
34.0269,-118.2915,060372219001002,060372219002005,060372219002006,,,
34.0269,-118.2882,060372219001003,060372219001002,,,,
34.0269,-118.2858,060372219001003,060372219001004,,,,
34.0269,-118.2167,060372047003019,060372051101005,060372047003018,,,
34.027,-118.5164,060372628022008,060372628022005,,,,
34.027,-118.4483,060372713003014,060372713003015,060372713003003,060372713003013,,
34.027,-118.4074,060372699071010,060372699071005,060372699071011,060372699071004,,
34.027,-118.3924,060372701002012,060372701002016,,,,
34.027,-118.3667,060372199021005,,,,,
34.027,-118.3661,060372199021004,060372199021005,,,,
34.027,-118.3612,060372199011003,060372199011002,060372199011004,,,
34.027,-118.3533,060372197003018,060372197003008,,,,
34.027,-118.2369,060372060312081,060372060312072,060372060312082,060372060312049,,
34.027,-118.2051,060372048103007,060372048103006,060372048103010,060372048103011,,
34.027,-118.2028,060372048103016,060372048103017,,,,
34.0271,-118.5151,060377013043000,060372628022005,060377013043016,,,
34.0271,-118.4421,060372713002004,060372713004000,,,,
34.0271,-118.4357,060372713001006,060372713001007,,,,
34.0271,-118.4295,060372717022006,060372717023000,,,,
34.0271,-118.4265,060372717021003,060372717021001,,,,
34.0271,-118.4264,060372717021003,060372717021001,,,,
34.0271,-118.4106,060372699043001,060372699043000,060372699042001,060372699042000,,
34.0271,-118.3585,060372199012007,060372199012004,060372198001005,060372198001004,,
34.0271,-118.2767,060372247002004,060372247002002,060372247003006,,,
34.0271,-118.2537,060372260011019,060372260011011,,,,
34.0272,-118.5164,060372628022008,,,,,
34.0272,-118.4509,060372713003015,,,,,
34.0272,-118.3977,060372701003003,060372701003002,060372701001000,060372701001001,,
34.0272,-118.3961,060372701002009,,,,,
34.0272,-118.3684,060372199021005,060372199022015,060372199022016,,,
34.0272,-118.3537,060372198001000,060372197003018,060372198002007,060372197003008,,
34.0272,-118.3363,060372200002000,060372200002001,,,,
34.0272,-118.2959,060372221001007,060372219002002,060372219002003,,,
34.0272,-118.2948,060372219002001,060372219002002,060372219002004,060372219002003,,
34.0272,-118.2937,060372219002005,060372219002001,060372219002004,,,
34.0272,-118.2685,060372240202010,060372240202014,060372240202012,060372240202013,,
34.0272,-118.2616,060372264101000,060372260011013,060372264101003,,,
34.0272,-118.2602,060372260011005,060372260011013,,,,
34.0272,-118.248,060372260021088,060372260021083,060372260021075,,,
34.0272,-118.2391,060372260021079,060372060312083,,,,
34.0272,-118.2118,060372047003023,060372047003022,060372047003017,,,
34.0272,-118.2084,060372048103012,060372048103013,,,,
34.0273,-118.5164,060372628022008,,,,,
34.0273,-118.4523,060372713003017,060372713003016,060377023001002,,,
34.0273,-118.4436,060372713003009,060372713003008,060372713004000,,,
34.0273,-118.4379,060372713002000,060372713002009,060372713002008,,,
34.0273,-118.4322,060372713001005,060372713001006,,,,
34.0273,-118.4207,060372717011012,060372717013003,060372717012000,060372717012005,,
34.0273,-118.4136,060372717013000,060372699042003,,,,
34.0273,-118.4029,060372699071008,060372699061000,060372699061001,,,
34.0273,-118.3994,060372701003004,060372701003005,060372701003008,,,
34.0273,-118.3697,060372199022015,060372199022016,,,,
34.0273,-118.3622,060372199011002,060372199011003,,,,
34.0273,-118.3078,060372221003003,060372221003002,060372221003004,060372221003005,,
34.0273,-118.3067,060372221003002,060372221003005,060372221003001,060372221003006,,
34.0273,-118.3054,060372221003001,060372221003006,060372221003000,060372221002006,,
34.0273,-118.304,060372221002002,060372221002003,060372221003000,060372221002006,,
34.0273,-118.3028,060372221002003,060372221002002,060372221002004,060372221002001,,
34.0273,-118.3024,060372221002004,060372221002001,,,,
34.0273,-118.3002,060372221001004,060372221001003,060372221002005,060372221002000,,
34.0273,-118.2991,060372221001005,060372221001002,060372221001004,060372221001003,,
34.0273,-118.2986,060372221001005,060372221001002,,,,
34.0273,-118.2981,060372221001005,060372221001002,060372221001006,060372221001001,,
34.0273,-118.297,060372221001006,060372221001001,060372221001007,060372221001000,,
34.0273,-118.2959,060372221001007,060372219002002,060372221001000,,,
34.0273,-118.2671,060372240202005,060372240202010,060372240202006,,,
34.0273,-118.263,060372264101000,060372240202003,060372264101001,,,
34.0273,-118.2411,060372260021078,060372260021077,,,,
34.0273,-118.2379,060372060312049,060372060312082,060372060312083,,,
34.0273,-118.2322,060372060312066,060372060312073,060372060312074,,,
34.0273,-118.2176,060372047003018,060372051101001,060372051101005,,,
34.0273,-118.2013,060372048103007,060372048102007,060372048103017,,,
34.0274,-118.5159,060372628022005,,,,,
34.0274,-118.4475,060372713003003,060372713003013,060372713003012,,,
34.0274,-118.4286,060372717022010,060372717021001,060372717022006,060372717023000,,
34.0274,-118.3973,060372701003003,060372701001000,,,,
34.0274,-118.3594,060372199012005,060372199012004,060372199012007,060372199012006,,
34.0274,-118.3542,060372198002004,060372198002007,060372198001001,060372198001000,,
34.0274,-118.3499,060372197003004,060372197003010,060372197003003,060372197003011,,
34.0274,-118.3212,060372190101004,060372190101007,060372190101006,,,
34.0274,-118.3177,060372190101004,060372190101005,060372220012002,060372220012003,,
34.0274,-118.3152,060372220012002,060372220012003,060372220012001,060372220012004,,
34.0274,-118.312,060372220012000,060372220012005,060372220012001,060372220012004,,
34.0274,-118.3095,060372220012000,060372220012005,,,,
34.0274,-118.3089,060372221003003,060372220012000,060372220012005,,,
34.0274,-118.3015,060372221002001,060372221002000,060372221002004,060372221002005,,
34.0274,-118.2915,060372219001002,060372219001001,060372219002005,,,
34.0274,-118.2896,060372219001002,060372219001001,,,,
34.0274,-118.2891,060372219001002,060372219001001,,,,
34.0274,-118.2882,060372219001003,060372219001002,060372219001000,060372219001001,,
34.0274,-118.2867,060372219001003,060372219001000,,,,
34.0274,-118.285,060372219001004,060372219001000,,,,
34.0274,-118.284,060372219001004,060372219001000,060372247001000,060372247002003,,
34.0274,-118.2765,060372247002002,060372247003000,060372247003006,,,
34.0274,-118.2717,060372240201024,060372240202017,060372240201039,,,
34.0274,-118.2508,060372260021073,060372260021091,060372260021074,060372260021090,,
34.0275,-118.4499,060372713003015,,,,,
34.0275,-118.4424,060372713002003,060372713002004,060372713004000,,,
34.0275,-118.4041,060372699071008,060372699071009,,,,
34.0275,-118.284,060372219001000,060372247002003,060372219001004,060372247001000,,
34.0275,-118.2746,060372247003002,060372244202011,060372247003001,060372244202012,,
34.0275,-118.2546,060372260011019,060372260011011,,,,
34.0275,-118.2449,060372260021068,060372260021109,060372260021082,,,
34.0276,-118.4525,060372712002017,060372712002018,060372713003016,060372713003017,,
34.0276,-118.4372,060372713002000,060372713001008,060372713002009,060372713001007,,
34.0276,-118.437,060372713001007,060372713001008,,,,
34.0276,-118.4196,060372717011005,060372717013003,060372717013005,060372717013002,,
34.0276,-118.4138,060372699042002,060372717013000,060372699042003,,,
34.0276,-118.4064,060372699071006,060372699071005,060372699071009,060372699071010,,
34.0276,-118.3633,060372199011002,060372199011003,,,,
34.0276,-118.3604,060372199011004,060372199012006,060372199011005,060372199012005,,
34.0276,-118.3551,060372198002004,060372198001001,060372198002003,060372198001002,,
34.0276,-118.346,060372200004004,060372200003002,060372197003000,060372197003001,,
34.0276,-118.345,060372200004004,060372200003002,060372200004003,060372200003001,,
34.0276,-118.3439,060372200004002,060372200003000,060372200004003,060372200003001,,
34.0276,-118.3429,060372200004002,060372200003000,060372200004001,060372200004005,,
34.0276,-118.3417,060372200004001,060372200004005,060372200004000,060372200004006,,
34.0276,-118.3405,060372200002004,060372200001014,060372200004006,060372200004000,,
34.0276,-118.3395,060372200002004,060372200001014,060372200002003,060372200001013,,
34.0276,-118.3384,060372200002003,060372200002002,060372200001013,060372200001012,,
34.0276,-118.3374,060372200002002,060372200001012,060372200002001,060372200001011,,
34.0276,-118.3363,060372200002000,060372200001010,060372200002001,060372200001011,,
34.0276,-118.3351,060372200002000,060372193002003,060372200001010,060372193003009,,
34.0276,-118.3338,060372193002003,060372193002002,060372193003009,060372193003008,,
34.0276,-118.3327,060372193002001,060372193002002,060372193003007,060372193003008,,
34.0276,-118.3317,060372193002001,060372193003007,060372193002000,060372193003006,,
34.0276,-118.326,060372190102006,060372190102007,060372190102003,060372190102002,,
34.0276,-118.3248,060372190102007,060372190102008,060372190102002,060372190102001,,
34.0276,-118.3236,060372190102008,060372190102009,060372190102001,060372190102000,,
34.0276,-118.3229,060372190102009,060372190102000,,,,
34.0276,-118.3224,060372190102009,060372190101007,060372190102000,060372190101003,,
34.0276,-118.3212,060372190101004,060372190101007,060372190101003,,,
34.0276,-118.2669,060372240202006,060372240202011,060372240202010,,,
34.0276,-118.2628,060372264101000,060372240202004,,,,
34.0276,-118.2599,060372260011005,060372260011004,060372260011013,,,
34.0276,-118.2477,060372260021075,060372260021076,060372260021083,,,
34.0276,-118.2391,060372260021079,060372260022009,060372060312049,060372060312083,,
34.0276,-118.2299,060372060312065,060372060312076,,,,
34.0276,-118.2175,060372047003018,,,,,
34.0276,-118.2146,060372047003020,,,,,
34.0276,-118.2127,060372047003017,060372047003022,060372047003021,,,
34.0276,-118.2082,060372048103012,,,,,
34.0276,-118.207,060372048103012,060372048103011,,,,
34.0277,-118.4526,060372712002017,060372712002018,060372712002016,,,
34.0277,-118.4234,060372717012001,060372717012002,,,,
34.0277,-118.4095,060372699071004,060372699071003,060372699043000,060372699042000,,
34.0277,-118.4021,060372701003007,060372701003006,060372699061000,060372699071008,,
34.0277,-118.3968,060372701003003,060372701002009,060372701001000,,,
34.0277,-118.3472,060372197003002,060372197003013,,,,
34.0277,-118.3305,060372193003006,060372193001001,060372193002000,060372193001002,,
34.0277,-118.3293,060372193001000,060372193001001,060372193001003,060372193001002,,
34.0277,-118.3282,060372190102004,060372193001000,060372190102005,060372193001003,,
34.0277,-118.3272,060372190102004,060372190102003,060372190102005,060372190102006,,
34.0277,-118.2937,060372219002005,060372219002001,060372219002000,,,
34.0277,-118.2749,060372244202013,060372247003000,060372244202012,060372247003001,,
34.0277,-118.2696,060372240201029,060372240202012,060372240201039,060372240202013,,
34.0277,-118.2627,060372260011013,060372264101000,060372240202004,,,
34.0277,-118.2574,060372260011006,060372260011009,060372260011007,060372260011010,060372260011016,060372260011005
34.0277,-118.2549,060372260011011,060372260011019,060372260011010,,,
34.0277,-118.2423,060372260021108,060372260021109,060372260021107,,,
34.0277,-118.2023,060372048103016,060372048103017,060372048103007,,,
34.0277,-118.1978,060372049101002,060372049101001,060372048102004,060372048102006,,
34.0277,-118.1947,060372049101006,060372049101000,060372049101001,,,
34.0278,-118.4527,060372712002019,060372712002016,060372712002018,060372712002017,,
34.0278,-118.4275,060372717021001,060372717022010,060372717022009,,,
34.0278,-118.4002,060372701003005,060372701003008,060372701003007,,,
34.0278,-118.3609,060372199011001,060372199011002,060372199011005,060372199011004,,
34.0278,-118.3508,060372197003009,060372197003010,060372197003005,060372197003004,,
34.0278,-118.3378,060372200001012,,,,,
34.0278,-118.2937,060372219002000,060372219002001,060372219002005,,,
34.0278,-118.2915,060372219001001,060372219002000,060372219002005,,,
34.0278,-118.281,060372247002002,060372247002004,060372247003007,060372247002003,,
34.0278,-118.2783,060372247002004,060372247002002,,,,
34.0278,-118.2188,060372051101000,060372047003011,,,,
34.0278,-118.201,060372048103008,060372048103007,060372048102004,060372048102007,,
34.0279,-118.5188,060372628022011,060372628022005,060372628022012,,,
34.0279,-118.4466,060372713003003,060372713003011,060372713003012,,,
34.0279,-118.4248,060372717012002,060372717021003,060372717021000,,,
34.0279,-118.3943,060372701002007,060372701002011,060372701002010,,,
34.0279,-118.3683,060372199021005,060372199022015,060372199022004,,,
34.0279,-118.3644,060372199011002,060372199011003,060372199021004,,,
34.0279,-118.3561,060372198003007,060372198002003,060372198001003,060372198001002,,
34.0279,-118.343,060372200004002,,,,,
34.0279,-118.2518,060372260021061,060372260021092,060372260021073,060372260021091,,
34.0279,-118.2459,060372260021082,060372260021068,,,,
34.0279,-118.2369,060372060312049,060372060312072,060372060312048,060372060312047,,
34.0279,-118.2335,060372060312069,060372060312046,,,,
34.0279,-118.2299,060372060312065,060372060312066,,,,
34.028,-118.4416,060372713002003,060372713002002,060372713002004,060372713002005,,
34.028,-118.4365,060372713001008,060372713001006,060372713001007,,,
34.028,-118.409,060372699071003,060372699071004,,,,
34.028,-118.4016,060372701003006,060372701003007,,,,
34.028,-118.3469,060372197001009,060372197003000,060372197003002,060372197003001,,
34.028,-118.2473,060372260021076,060372260021083,060372260021082,,,
34.028,-118.2421,060372260021108,060372260021107,060372260021077,,,
34.028,-118.2322,060372060312051,060372060312046,060372060312069,,,
34.028,-118.2299,060372060312065,060372060312066,060372060312058,,,
34.028,-118.209,060372048103012,060372048103003,060372047002016,060372047002015,,
34.028,-118.2048,060372048103006,060372048103007,,,,
34.028,-118.1923,060375312012009,060372039003002,060372049101006,,,
34.0281,-118.453,060372676003017,060372676003016,060372676003018,060377018012014,060372712002019,060377018012012
34.0281,-118.4226,060372717012001,060372717012000,,,,
34.0281,-118.4129,060372699042002,060372699042003,060372699042001,,,
34.0281,-118.3904,060372701002012,,,,,
34.0281,-118.3901,060372701002015,060372701002013,,,,
34.0281,-118.357,060372198001003,060372198003007,060372198001004,060372198003008,,
34.0281,-118.268,060372240202009,060372240202011,060372240202012,060372240202010,,
34.0281,-118.2582,060372260011006,060372260011007,,,,
34.0281,-118.2487,060372260021076,060372260021075,060372260021065,060372260021074,,
34.0281,-118.2194,060372047003011,060372060501075,060372051101000,060372060501072,060372060501079,
34.0281,-118.2032,060372048103007,060372048103016,,,,
34.0282,-118.4456,060372713003011,060372713003003,060372713003010,,,
34.0282,-118.4265,060372717021000,060372717022008,060372717021001,060372717022009,,
34.0282,-118.372,060372199022007,060372199022016,060372199022004,,,
34.0282,-118.3709,060372199022004,060372199022015,060372199022016,,,
34.0282,-118.3656,060372199021004,,,,,
34.0282,-118.3623,060372199011001,060372199011002,,,,
34.0282,-118.3212,060372190101004,060372190101003,060372190101002,,,
34.0282,-118.3177,060372190101004,060372190101000,060372220012002,060372220011008,,
34.0282,-118.3133,060372220012001,060372220011007,,,,
34.0282,-118.276,060372244202005,060372244202013,060372247002002,060372247003000,,
34.0282,-118.2749,060372244202013,,,,,
34.0282,-118.2625,060372240202004,060372260011013,,,,
34.0282,-118.2524,060372260021061,060372260021092,,,,
34.0282,-118.2147,060372047003020,060372047003019,060372047003018,,,
34.0282,-118.2138,060372047003018,060372047003012,,,,
34.0282,-118.2136,060372047003012,060372047003018,060372047003013,060372047003017,,
34.0282,-118.1989,060372048102004,060372048102006,,,,
34.0283,-118.5195,060372627061015,060372627061007,060372628021007,060372628021003,060372627061016,
34.0283,-118.5145,060372628022003,060372628022005,,,,
34.0283,-118.4534,060372676003017,060372676003018,060372676003013,,,
34.0283,-118.433,060372713001005,060372713001006,,,,
34.0283,-118.4292,060372717022010,060372717022006,,,,
34.0283,-118.4084,060372699071002,060372699071005,060372699071003,060372699071004,,
34.0283,-118.4011,060372701003006,060372701003007,060372701003005,,,
34.0283,-118.3946,060372701002007,060372701002010,,,,
34.0283,-118.3904,060372701002013,060372701002012,060372701002004,060372701002007,060372701002006,
34.0283,-118.3903,060372701002013,060372701002004,060372701002012,,,
34.0283,-118.3492,060372197003004,060372197003003,,,,
34.0283,-118.3474,060372197001009,060372197003002,,,,
34.0283,-118.3152,060372220011008,060372220011007,060372220012002,060372220012001,,
34.0283,-118.312,060372220011006,060372220011007,060372220012000,060372220012001,,
34.0283,-118.3089,060372221003003,060372220011006,060372220012000,,,
34.0283,-118.2822,060372247002001,060372247002002,060372247002003,,,
34.0283,-118.2711,060372240201039,060372240201024,060372240201029,,,
34.0283,-118.2664,060372240202006,060372240202007,060372240202011,,,
34.0283,-118.2587,060372260011006,060372260011007,060372260011005,,,
34.0283,-118.2548,060372260011011,060372260011008,,,,
34.0283,-118.2299,060372060312057,060372060312067,060372060312058,060372060312066,,
34.0283,-118.1923,060375312012006,060375312012009,060372039003002,,,
34.0284,-118.5194,060372627061007,060372628021003,,,,
34.0284,-118.5148,060372628022005,,,,,
34.0284,-118.4408,060372713002002,060372713002005,060372713002001,060372713002000,,
34.0284,-118.4191,060372717011009,060372717011005,060372717013001,060372717013005,,
34.0284,-118.4048,060372699071008,060372699071007,060372699071009,060372699071006,,
34.0284,-118.4037,060372699071008,,,,,
34.0284,-118.3958,060372701002007,060372701002008,060372701002010,060372701002009,,
34.0284,-118.392,060372701002008,060372701002005,060372701002007,060372701002006,,
34.0284,-118.358,060372199012003,060372199012004,060372198003008,060372198001004,,
34.0284,-118.2915,060372218102002,060372219001001,060372219002000,,,
34.0284,-118.2903,060372218102000,060372219001001,060372218102002,,,
34.0284,-118.2888,060372218202000,060372219001001,060372218102000,,,
34.0284,-118.2882,060372218202000,060372219001000,060372219001001,,,
34.0284,-118.2874,060372218202002,060372219001000,060372218202000,,,
34.0284,-118.2866,060372218202002,060372219001000,,,,
34.0284,-118.284,060372218202002,060372219001000,060372247002003,,,
34.0284,-118.2649,060372240202003,060372240202006,060372240202002,,,
34.0284,-118.2469,060372260021076,060372260021082,060372260021066,060372260021068,,
34.0284,-118.2158,060372047003019,060372047003018,,,,
34.0284,-118.1932,060372039003002,060372049101006,,,,
34.0285,-118.4522,060372676003016,060372676003015,,,,
34.0285,-118.4433,060372713003008,060372713003005,060372713003007,,,
34.0285,-118.4217,060372717012000,060372717011012,,,,
34.0285,-118.3971,060372701003003,060372701003001,060372701002009,060372701002008,,
34.0285,-118.392,060372701002005,060372701002006,060372701002008,,,
34.0285,-118.3667,060372199021004,,,,,
34.0285,-118.3606,060372199011001,060372199011005,060372199011000,,,
34.0285,-118.3478,060372197001006,060372197001009,060372197003003,060372197003002,,
34.0285,-118.3177,060372190101000,060372220011008,,,,
34.0285,-118.2691,060372240201029,060372240201030,060372240202012,060372240201047,060372240202009,
34.0285,-118.269,060372240202009,060372240202012,060372240201047,060372240201030,060372240201029,
34.0285,-118.2513,060372260021061,060372260021073,060372260021062,,,
34.0285,-118.2417,060372260021077,060372260021108,060372260021072,,,
34.0285,-118.24,060372260022009,060372260021079,060372260021078,,,
34.0285,-118.2391,060372260022009,060372060312048,,,,
34.0285,-118.239,060372060312048,060372260022009,060372060312049,,,
34.0285,-118.2031,060372048103007,060372048103002,,,,
34.0286,-118.4326,060372713001005,,,,,
34.0286,-118.4118,060372699042001,060372699042002,060372699042000,060372699041004,,
34.0286,-118.3983,060372701003003,060372701003001,060372701003002,,,
34.0286,-118.3931,060372701002005,060372701002008,,,,
34.0286,-118.326,060372190102003,060372190102002,,,,
34.0286,-118.3248,060372190102002,060372190102001,,,,
34.0286,-118.3236,060372190102001,060372190102000,,,,
34.0286,-118.3224,060372190102000,060372190101003,,,,
34.0286,-118.2622,060372240202004,060372260011013,060372260011004,,,
34.0286,-118.2592,060372260011003,060372260011000,060372260011006,,,
34.0286,-118.2568,060372260011007,060372260011011,060372260011010,,,
34.0286,-118.2545,060372260011008,060372260021093,060372260011012,,,
34.0286,-118.2497,060372260021065,060372260021074,060372260021064,060372260021073,,
34.0286,-118.241,060372260021078,060372260021077,,,,
34.0286,-118.2206,060372060501072,060372060501079,060372060501070,060372060501071,,
34.0286,-118.2028,060372048103008,060372048103007,060372048103001,060372048103002,,
34.0287,-118.4447,060372713003003,060372713003010,060372713003007,,,
34.0287,-118.4255,060372717022008,060372717011013,060372717011015,060372717021000,060372717012002,
34.0287,-118.4147,060372717013000,060372699042002,,,,
34.0287,-118.3641,060372199011001,060372199021003,060372199011002,060372199021004,,
34.0287,-118.3589,060372199012002,060372199012003,060372199012005,060372199012004,,
34.0287,-118.3212,060372190101002,060372190101003,,,,
34.0287,-118.2959,060372221001000,060372218101004,060372219002002,,,
34.0287,-118.2948,060372218101004,060372219002001,060372219002002,,,
34.0287,-118.2937,060372218101004,060372219002000,060372219002001,,,
34.0287,-118.2915,060372218102002,060372218101004,060372219002000,,,
34.0287,-118.2804,060372247002004,060372247002002,,,,
34.0287,-118.2435,060372260021068,060372260021071,060372260021109,060372260021108,,
34.0287,-118.2335,060372060312044,060372060312046,,,,
34.0287,-118.2322,060372060312050,060372060312051,060372060312044,060372060312046,,
34.0287,-118.2074,060372048103004,060372048103005,,,,
34.0287,-118.1999,060372048102004,060372048102003,,,,
34.0287,-118.1941,060372049101000,060372049101006,060372039003002,,,
34.0288,-118.5173,060372628022010,060372628022007,060372628022011,,,
34.0288,-118.5163,060372628022008,,,,,
34.0288,-118.4281,060372717022009,060372717022010,,,,
34.0288,-118.4208,060372717011012,060372717011005,,,,
34.0288,-118.3996,060372701003001,060372701003005,060372701003000,060372701003002,,
34.0288,-118.372,060372199022006,060372199022004,060372199022007,,,
34.0288,-118.3526,060372198002006,060372197003007,060372198002007,060372197003008,,
34.0288,-118.2756,060372244202005,060372244202013,,,,
34.0288,-118.2675,060372240202007,060372240202008,060372240202011,060372240202009,,
34.0288,-118.2596,060372260011000,060372260011003,,,,
34.0288,-118.2567,060372260011007,060372260011011,,,,
34.0288,-118.2036,060372048103003,,,,,
34.0288,-118.2003,060372048102004,060372048103008,060372048102003,060372048103001,,
34.0288,-118.1971,060372049101000,060372048102004,060372049101001,060372048102005,,
34.0289,-118.4513,060372676003015,060372676003014,060372712002016,,,
34.0289,-118.4497,060372712002009,060372712002016,060372712002015,,,
34.0289,-118.4399,060372713001003,060372713002000,060372713002001,,,
34.0289,-118.4113,060372699041004,060372699042000,,,,
34.0289,-118.4073,060372699071006,060372699071002,060372699071005,,,
34.0289,-118.401,060372701003001,060372701003006,060372701003005,060372701003000,,
34.0289,-118.3893,060372701002013,060372701002000,060372701002004,,,
34.0289,-118.3751,060372199022006,060372199022007,060372199022008,,,
34.0289,-118.3598,060372199012002,060372199012005,060372199013008,060372199011005,,
